Model Outputs
200
,,Id_5:LPelvisAngles_M,,,Id_5:LHipAngles_M,,,Id_5:LKneeAngles_M,,,Id_5:LAnkleAngles_M,,,Id_5:RPelvisAngles_M,,,Id_5:RHipAngles_M,,,Id_5:RKneeAngles_M,,,Id_5:RAnkleAngles_M,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
2321,0,10.4433,4.28605,-10.0541,32.5719,13.1752,-10.6659,42.1379,-10.1376,1.76928,17.4699,-2.38373,10.1885,10.4433,-4.28605,10.0541,22.8077,-12.6441,-15.6811,92.4525,-7.16214,-3.52728,-8.92134,-1.85231,6.31485
2322,0,10.7735,4.51913,-10.1914,32.0818,13.3196,-11.3684,42.7112,-10.5818,2.3416,18.6528,-2.35227,10.0399,10.7735,-4.51913,10.1914,25.0211,-13.3837,-15.281,93.7707,-7.04291,-3.82339,-8.16788,-1.91171,6.53075
2323,0,11.0719,4.70391,-10.3147,31.4436,13.388,-12.0465,43.0674,-11.0109,2.87447,19.7971,-2.3428,9.99508,11.0719,-4.70391,10.3147,27.2077,-14.0311,-14.8598,94.8988,-6.9084,-4.12863,-7.43411,-1.96838,6.73657
2324,0,11.3325,4.83468,-10.4138,30.6613,13.3723,-12.6735,43.2214,-11.4025,3.36281,20.8959,-2.35057,10.0318,11.3325,-4.83468,10.4138,29.3518,-14.5714,-14.4259,95.8259,-6.76043,-4.42906,-6.71821,-2.01561,6.90798
2325,0,11.5514,4.90865,-10.4801,29.7442,13.2687,-13.2429,43.1909,-11.747,3.80154,21.9418,-2.37336,10.1395,11.5514,-4.90865,10.4801,31.4399,-14.9939,-13.9867,96.5438,-6.59932,-4.71323,-6.0195,-2.04772,7.02443
2326,0,11.7275,4.92478,-10.5064,28.7065,13.0768,-13.7497,42.9961,-12.0366,4.17891,22.9298,-2.40986,10.3118,11.7275,-4.92478,10.5064,33.4614,-15.2912,-13.5482,97.0458,-6.42424,-4.97418,-5.33779,-2.06079,7.07181
2327,0,11.8623,4.88415,-10.4869,27.5628,12.8002,-14.1752,42.6572,-12.254,4.48464,23.8522,-2.45562,10.5276,11.8623,-4.88415,10.4869,35.4102,-15.4601,-13.1223,97.3292,-6.24093,-5.21074,-4.67408,-2.05284,7.04299
2328,0,11.9586,4.7883,-10.4179,26.3311,12.4443,-14.5263,42.1941,-12.4016,4.70849,24.7042,-2.5101,10.784,11.9586,-4.7883,10.4179,37.2818,-15.4996,-12.7204,97.3936,-6.05532,-5.43022,-4.02898,-2.02483,6.9414
2329,0,12.023,4.64001,-10.2976,25.0284,12.0167,-14.7922,41.6246,-12.4696,4.84291,25.4778,-2.56957,11.0635,12.023,-4.64001,10.2976,39.0749,-15.4121,-12.3532,97.2397,-5.87387,-5.65426,-3.40392,-1.98228,6.78704
2330,0,12.0609,4.44227,-10.1252,23.6705,11.5262,-14.9775,40.9632,-12.4614,4.88011,26.1652,-2.63304,11.3611,12.0609,-4.44227,10.1252,40.7858,-15.2004,-12.0276,96.8677,-5.69991,-5.89959,-2.8001,-1.93045,6.59885
2331,0,12.0805,4.19855,-9.9017,22.2702,10.9814,-15.078,40.22,-12.3735,4.81673,26.756,-2.69815,11.6658,12.0805,-4.19855,9.9017,42.4122,-14.8701,-11.7498,96.2775,-5.5373,-6.19125,-2.21808,-1.87764,6.40693
2332,0,12.0872,3.91264,-9.62811,20.8369,10.3905,-15.1064,39.4014,-12.2145,4.65403,27.2402,-2.76486,11.9773,12.0872,-3.91264,9.62811,43.9527,-14.4272,-11.5299,95.474,-5.39691,-6.56204,-1.65737,-1.8347,6.25079
2333,0,12.088,3.58898,-9.30554,19.3774,9.76198,-15.0692,38.5092,-11.9876,4.38888,27.6046,-2.83366,12.2977,12.088,-3.58898,9.30554,45.4027,-13.8788,-11.3742,94.4561,-5.28657,-7.02559,-1.11885,-1.80859,6.15581
2334,0,12.0874,3.23286,-8.93541,17.8941,9.10426,-14.9765,37.5429,-11.699,4.02517,27.8373,-2.90503,12.6293,12.0874,-3.23286,8.93541,46.7616,-13.2332,-11.2898,93.2305,-5.21919,-7.61173,-0.601718,-1.81105,6.16475
2335,0,12.0891,2.85004,-8.51903,16.3875,8.42579,-14.8409,36.4993,-11.3554,3.5646,27.9235,-2.98084,12.9805,12.0891,-2.85004,8.51903,48.019,-12.4986,-11.2671,91.7928,-5.18963,-8.30395,-0.10571,-1.84302,6.28104
2336,0,12.0956,2.44623,-8.05743,14.8575,7.73467,-14.6756,35.3764,-10.9643,3.00995,27.8513,-3.06307,13.3603,12.0956,-2.44623,8.05743,49.1757,-11.684,-11.3169,90.154,-5.21728,-9.11916,0.370095,-1.91409,6.5394
2337,0,12.1075,2.02824,-7.55219,13.3023,7.03981,-14.4952,34.1718,-10.5341,2.36165,27.6074,-3.15506,13.7838,12.1075,-2.02824,7.55219,50.2209,-10.7981,-11.4275,88.3108,-5.29771,-10.0212,0.826595,-2.02094,6.92732
2338,0,12.1255,1.60222,-7.005,11.7217,6.35039,-14.3107,32.886,-10.0732,1.62236,27.181,-3.25914,14.261,12.1255,-1.60222,7.005,51.1521,-9.85052,-11.5988,86.2721,-5.43902,-10.9978,1.26453,-2.16663,7.45515
2339,0,12.1481,1.1744,-6.41831,10.1153,5.67516,-14.1357,31.5211,-9.59071,0.790308,26.5615,-3.37942,14.81,12.1481,-1.1744,6.41831,51.963,-8.8507,-11.8303,84.0431,-5.64797,-12.012,1.68711,-2.34802,8.11045
2340,0,12.1736,0.750411,-5.79486,8.48444,5.02295,-13.9829,30.0825,-9.09769,-0.130955,25.7388,-3.51901,15.4435,12.1736,-0.750411,5.79486,52.6435,-7.80781,-12.1028,81.6229,-5.90994,-13.0146,2.09567,-2.55827,8.86725
2341,0,12.1997,0.336065,-5.13881,6.83136,4.40244,-13.8627,28.5784,-8.60388,-1.13945,24.7044,-3.68138,16.1755,12.1997,-0.336065,5.13881,53.1886,-6.73329,-12.4221,79.0192,-6.23389,-13.9677,2.49565,-2.79385,9.71141
2342,0,12.224,-0.0647905,-4.45476,5.15996,3.82034,-13.7859,27.0192,-8.11959,-2.22632,23.4486,-3.86872,17.0132,12.224,0.0647905,4.45476,53.5913,-5.63643,-12.7613,76.2356,-6.59348,-14.825,2.89101,-3.04656,10.612
2343,0,12.244,-0.447689,-3.74806,3.47584,3.28337,-13.7598,25.4185,-7.65313,-3.38441,21.9615,-4.08318,17.9628,12.244,0.447689,3.74806,53.8471,-4.52974,-13.1252,73.2797,-6.99027,-15.5448,3.29426,-3.31068,11.5475
2344,0,12.2572,-0.811087,-3.02485,1.78684,2.79547,-13.7943,23.7926,-7.21525,-4.6016,20.2359,-4.32637,19.0271,12.2572,0.811087,3.02485,53.952,-3.42417,-13.4958,70.1587,-7.39961,-16.0956,3.70554,-3.57945,12.4928
2345,0,12.2618,-1.15306,-2.2907,0.101997,2.3591,-13.8938,22.1601,-6.81133,-5.8623,18.2622,-4.59775,20.1984,12.2618,1.15306,2.2907,53.9043,-2.33159,-13.8591,66.8826,-7.79942,-16.4674,4.1349,-3.85145,13.4422
2346,0,12.257,-1.47236,-1.55225,-1.56721,1.97564,-14.0647,20.5421,-6.44785,-7.14749,16.0345,-4.89586,21.4647,12.257,1.47236,1.55225,53.7064,-1.26556,-14.2071,63.4686,-8.1701,-16.643,4.5903,-4.12136,14.3766
2347,0,12.2413,-1.76986,-0.814742,-3.20846,1.64369,-14.31,18.9626,-6.12912,-8.43886,13.5501,-5.21764,22.8066,12.2413,1.76986,0.814742,53.3612,-0.237269,-14.5277,59.9327,-8.48708,-16.6512,5.07541,-4.39452,15.3141
2348,0,12.215,-2.04576,-0.0842417,-4.80714,1.36083,-14.6316,17.4476,-5.85775,-9.71633,10.8094,-5.55846,24.199,12.215,2.04576,0.0842417,52.8761,0.740248,-14.8166,56.298,-8.73056,-16.5017,5.59616,-4.66982,16.2502
2349,0,12.1781,-2.30155,0.635265,-6.34857,1.12327,-15.0303,16.0254,-5.63534,-10.9556,7.8226,-5.91019,25.604,12.1781,2.30155,-0.635265,52.2602,1.65721,-15.0652,52.5926,-8.87815,-16.2166,6.15316,-4.94652,17.1818
2350,0,12.1309,-2.53807,1.33905,-7.81721,0.927094,-15.5026,14.7253,-5.46344,-12.1377,4.60882,-6.26404,26.984,12.1309,2.53807,-1.33905,51.5263,2.50457,-15.2726,48.8483,-8.9165,-15.8402,6.7473,-5.22983,18.1256
2351,0,12.0739,-2.7571,2.02375,-9.19736,0.766678,-16.0436,13.5784,-5.34231,-13.2415,1.20138,-6.60837,28.2944,12.0739,2.7571,-2.02375,50.6892,3.27743,-15.4367,45.1017,-8.83519,-15.4217,7.37866,-5.52478,19.0971
2352,0,12.0077,-2.95909,2.68598,-10.4738,0.637863,-16.6453,12.6154,-5.27368,-14.2475,-2.35257,-6.93062,29.4915,12.0077,2.95909,-2.68598,49.7662,3.97349,-15.5549,41.3907,-8.62887,-14.9909,8.04035,-5.82861,20.0855
2353,0,11.9333,-3.14528,3.32331,-11.632,0.534912,-17.2967,11.8668,-5.25838,-15.1382,-5.98904,-7.21796,30.5349,11.9333,3.14528,-3.32331,48.7734,4.59549,-15.6117,37.7524,-8.29124,-14.5842,8.72647,-6.13711,21.0761
2354,0,11.8502,-3.31587,3.93291,-12.6603,0.452962,-17.9851,11.3608,-5.29925,-15.8968,-9.62719,-7.45988,31.3959,11.8502,3.31587,-3.93291,47.7281,5.14774,-15.6129,34.2205,-7.83848,-14.2476,9.42281,-6.45396,22.0793
2355,0,11.7576,-3.47051,4.51262,-13.5498,0.387596,-18.6953,11.1228,-5.39849,-16.509,-13.1755,-7.648,32.0544,11.7576,3.47051,-4.51262,46.6496,5.63771,-15.5416,30.8325,-7.28214,-14.0139,10.1188,-6.77389,23.0774
2356,0,11.6565,-3.60901,5.06004,-14.2924,0.333148,-19.4133,11.1744,-5.55792,-16.9625,-16.5379,-7.77891,32.507,11.6565,3.60901,-5.06004,45.5577,6.07303,-15.3894,27.6204,-6.64445,-13.901,10.799,-7.09011,24.0489
2357,0,11.5448,-3.72993,5.57324,-14.886,0.285923,-20.1241,11.5316,-5.77914,-17.2534,-19.6245,-7.85456,32.7664,11.5448,3.72993,-5.57324,44.471,6.46093,-15.1667,24.6139,-5.96306,-13.9353,11.4538,-7.4073,25.0083
2358,0,11.423,-3.83041,6.05019,-15.3297,0.242961,-20.8124,12.2044,-6.06096,-17.3759,-22.3559,-7.87849,32.8481,11.423,3.83041,-6.05019,43.4046,6.80716,-14.8538,21.8301,-5.26044,-14.1283,12.0622,-7.71921,25.9366
2359,0,11.2855,-3.90943,6.48817,-15.6313,0.199993,-21.4669,13.1972,-6.4005,-17.3362,-24.6761,-7.85864,32.7803,11.2855,3.90943,-6.48817,42.3706,7.11622,-14.4647,19.2945,-4.57462,-14.47,12.6204,-8.02465,26.8311
2360,0,11.1319,-3.96348,6.88504,-15.7975,0.156355,-22.0757,14.5064,-6.79302,-17.1384,-26.5489,-7.80104,32.583,11.1319,3.96348,-6.88504,41.3796,7.39021,-13.9969,17.0166,-3.93108,-14.9543,13.1136,-8.32163,27.6868
2361,0,10.9624,-3.98961,7.23976,-15.8366,0.110799,-22.6309,16.1234,-7.23076,-16.7933,-27.9609,-7.71161,32.2749,10.9624,3.98961,-7.23976,40.4419,7.63035,-13.4563,15.0098,-3.35463,-15.5712,13.537,-8.61164,28.5092
2362,0,10.7728,-3.9853,7.55109,-15.7635,0.0643608,-23.1283,18.0322,-7.70579,-16.315,-28.9225,-7.59429,31.8674,10.7728,3.9853,-7.55109,39.5603,7.83533,-12.8571,13.2802,-2.8631,-16.2952,13.8839,-8.89518,29.3004
2363,0,10.5604,-3.94862,7.81807,-15.5934,0.0176009,-23.5658,20.2127,-8.20735,-15.716,-29.46,-7.44997,31.3609,10.5604,3.94862,-7.81807,38.7318,8.00298,-12.1997,11.8308,-2.4634,-17.0885,14.1466,-9.16346,30.0373
2364,0,10.3266,-3.87757,8.04122,-15.3376,-0.0268597,-23.9425,22.6397,-8.72602,-15.0174,-29.6169,-7.27927,30.7546,10.3266,3.87757,-8.04122,37.959,8.12974,-11.4953,10.6621,-2.15786,-17.9263,14.3159,-9.41654,30.7221
2365,0,10.07,-3.7715,8.22097,-15.0098,-0.0671234,-24.2612,25.2853,-9.25114,-14.2354,-29.446,-7.08038,30.0381,10.07,3.7715,-8.22097,37.2389,8.2114,-10.7619,9.77249,-1.94399,-18.7835,14.3877,-9.65645,31.362
2366,0,9.79069,-3.63187,8.35863,-14.6218,-0.101915,-24.524,28.1198,-9.77291,-13.3924,-29.0079,-6.85228,29.203,9.79069,3.63187,-8.35863,36.5648,8.24442,-10.0128,9.15165,-1.80987,-19.6175,14.3483,-9.87521,31.9376
2367,0,9.49219,-3.46001,8.45634,-14.1808,-0.129536,-24.7333,31.113,-10.2817,-12.5093,-28.3613,-6.5943,28.2415,9.49219,3.46001,-8.45634,35.939,8.22566,-9.27604,8.79695,-1.74608,-20.4059,14.1925,-10.0772,32.4624
2368,0,9.18248,-3.25855,8.51669,-13.6875,-0.149651,-24.8906,34.2346,-10.7679,-11.6093,-27.5638,-6.30746,27.151,9.18248,3.25855,-8.51669,35.3612,8.15325,-8.55955,8.68964,-1.73437,-21.1395,13.9057,-10.2629,32.9392
2369,0,8.86461,-3.03265,8.54329,-13.1467,-0.163016,-24.9984,37.4552,-11.2222,-10.7149,-26.6675,-5.99451,25.9359,8.86461,3.03265,-8.54329,34.8275,8.02715,-7.88622,8.81527,-1.75777,-21.7767,13.4766,-10.4238,33.3482
2370,0,8.54739,-2.7869,8.53947,-12.5557,-0.170683,-25.058,40.7464,-11.6361,-9.84751,-25.7136,-5.66002,24.608,8.54739,2.7869,-8.53947,34.3415,7.84869,-7.27894,9.1582,-1.80256,-22.2949,12.8965,-10.5575,33.6849
2371,0,8.23878,-2.52799,8.50976,-11.9115,-0.175437,-25.0693,44.0819,-11.9996,-9.02953,-24.7351,-5.30981,23.1862,8.23878,2.52799,-8.50976,33.9066,7.62161,-6.75605,9.70508,-1.85503,-22.6657,12.162,-10.6559,33.9307
2372,0,7.95043,-2.2614,8.45861,-11.2052,-0.18002,-25.0371,47.4368,-12.3077,-8.28013,-23.7561,-4.95149,21.6986,7.95043,2.2614,-8.45861,33.5269,7.35073,-6.31834,10.4324,-1.90126,-22.8698,11.2736,-10.7068,34.0575
2373,0,7.69212,-1.9949,8.39053,-10.4292,-0.189453,-24.9636,50.7889,-12.5545,-7.61796,-22.791,-4.59279,20.1772,7.69212,1.9949,-8.39053,33.2119,7.04368,-5.97899,11.3329,-1.93399,-22.8723,10.2547,-10.6958,34.0302
2374,0,7.47563,-1.73481,8.31011,-9.57226,-0.208668,-24.8532,54.1174,-12.7365,-7.05868,-21.8474,-4.24166,18.6579,7.47563,1.73481,-8.31011,32.9691,6.70888,-5.73813,12.388,-1.94626,-22.645,9.1367,-10.6077,33.8104
2375,0,7.31085,-1.48837,8.22216,-8.62397,-0.244023,-24.7126,57.4039,-12.8539,-6.618,-20.9312,-3.90635,17.1805,7.31085,1.48837,-8.22216,32.8122,6.35812,-5.59184,13.599,-1.93772,-22.157,7.98075,-10.4259,33.3535
2376,0,7.20766,-1.26186,8.13208,-7.57205,-0.301879,-24.5491,60.6329,-12.9088,-6.31024,-20.0415,-3.59478,15.7858,7.20766,1.26186,-8.13208,32.7472,6.00388,-5.51823,14.952,-1.90457,-21.3842,6.85373,-10.1348,32.6107
2377,0,7.17373,-1.06195,8.04493,-6.40535,-0.390288,-24.3711,63.7919,-12.9055,-6.14763,-19.1776,-3.31419,14.5126,7.17373,1.06195,-8.04493,32.7869,5.66147,-5.50271,16.4531,-1.8515,-20.3029,5.84182,-9.72569,31.545
2378,0,7.21507,-0.895092,7.96531,-5.11336,-0.517931,-24.1848,66.8708,-12.8493,-6.13451,-18.3364,-3.06989,13.3917,7.21507,0.895092,-7.96531,32.9364,5.34665,-5.53603,18.0939,-1.78571,-18.8964,5.01539,-9.19952,30.1355
2379,0,7.33468,-0.767514,7.89643,-3.68734,-0.693746,-23.9958,69.8618,-12.7482,-6.27751,-17.517,-2.8673,12.4541,7.33468,0.767514,-7.89643,33.1987,5.07572,-5.59105,19.873,-1.71308,-17.1748,4.43933,-8.56306,28.3723
2380,0,7.53287,-0.685466,7.8419,-2.12101,-0.926503,-23.8069,72.76,-12.6095,-6.57454,-16.7155,-2.70938,11.7182,7.53287,0.685466,-7.8419,33.5706,4.86486,-5.67613,21.7734,-1.65081,-15.1591,4.13947,-7.83979,26.2915
2381,0,7.80633,-0.653091,7.8036,-0.412142,-1.22249,-23.6174,75.56,-12.4411,-7.02092,-15.931,-2.59809,11.1973,7.80633,0.653091,-7.8036,34.0398,4.72692,-5.77517,23.7752,-1.60812,-12.8894,4.12526,-7.04872,23.9226
2382,0,8.148,-0.675331,7.78286,1.43558,-1.5881,-23.4257,78.2566,-12.2515,-7.60385,-15.1605,-2.53337,10.8934,8.148,0.675331,-7.78286,34.5893,4.6734,-5.91699,25.8491,-1.61093,-10.4508,4.37795,-6.23284,21.3807
2383,0,8.54681,-0.754199,7.78001,3.41254,-2.02554,-23.2238,80.8439,-12.0458,-8.30858,-14.4003,-2.51426,10.8036,8.54681,0.754199,-7.78001,35.1876,4.71086,-6.09549,27.9471,-1.66734,-7.94248,4.86037,-5.42219,18.7605
2384,0,8.99122,-0.888862,7.79604,5.50745,-2.53376,-23.0046,83.3149,-11.8284,-9.11729,-13.6491,-2.53854,10.9177,8.99122,0.888862,-7.79604,35.804,4.84104,-6.34618,30.0267,-1.80239,-5.46138,5.53502,-4.65277,16.1925
2385,0,9.46769,-1.07656,7.83102,7.70475,-3.10853,-22.7615,85.6625,-11.6049,-10.0034,-12.9008,-2.6019,11.2152,9.46769,1.07656,-7.83102,36.4001,5.06078,-6.66205,32.0319,-2.01642,-3.15305,6.35677,-3.95947,13.8171
2386,0,9.96173,-1.31015,7.88358,9.98551,-3.73983,-22.4835,87.8761,-11.3754,-10.9482,-12.1537,-2.7007,11.6777,9.96173,1.31015,-7.88358,36.9352,5.35849,-7.06149,33.9136,-2.31694,-1.08113,7.29097,-3.35886,11.7174
2387,0,10.459,-1.57966,7.95344,12.3295,-4.41339,-22.1679,89.946,-11.1445,-11.9229,-11.401,-2.82863,12.2743,10.459,1.57966,-7.95344,37.3752,5.71878,-7.53677,35.6329,-2.69697,0.663293,8.30515,-2.87066,9.98571
2388,0,10.9461,-1.87195,8.03697,14.716,-5.11007,-21.8097,91.8608,-10.9144,-12.9089,-10.6393,-2.98058,12.9793,10.9461,1.87195,-8.03697,37.6815,6.11865,-8.06846,37.1451,-3.13603,2.05069,9.36748,-2.49737,8.64838
2389,0,11.4109,-2.17215,8.13083,17.124,-5.80814,-21.4102,93.6085,-10.6881,-13.8814,-9.8613,-3.14956,13.7585,11.4109,2.17215,-8.13083,37.8296,6.53349,-8.65699,38.4294,-3.62728,3.07535,10.4548,-2.24202,7.72776
2390,0,11.8436,-2.46454,8.22911,19.5338,-6.48416,-20.9708,95.1776,-10.467,-14.819,-9.06169,-3.32847,14.5778,11.8436,2.46454,-8.22911,37.8011,6.9365,-9.27343,39.4724,-4.14525,3.74535,11.5512,-2.09914,7.21078
2391,0,12.2354,-2.73568,8.32401,21.9276,-7.11704,-20.5039,96.5585,-10.2612,-15.7053,-8.23566,-3.51039,15.4045,12.2354,2.73568,-8.32401,37.5817,7.30204,-9.90409,40.2654,-4.67172,4.10854,12.6396,-2.05655,7.05643
2392,0,12.58,-2.9735,8.40725,24.2881,-7.68713,-20.0139,97.7411,-10.0695,-16.5256,-7.38075,-3.68844,16.2072,12.58,2.9735,-8.40725,37.1709,7.60814,-10.5352,40.8182,-5.19191,4.20211,13.7128,-2.10435,7.22966
2393,0,12.8725,-3.16933,8.47054,26.6003,-8.17895,-19.5188,98.7189,-9.9029,-17.2658,-6.49536,-3.85493,16.9518,12.8725,3.16933,-8.47054,36.5671,7.83683,-11.1483,41.1367,-5.6851,4.09922,14.7593,-2.22141,7.65326
2394,0,13.1107,-3.31831,8.50549,28.8509,-8.58185,-19.0308,99.4857,-9.76638,-17.9205,-5.58036,-4.00438,17.615,13.1107,3.31831,-8.50549,35.7772,7.97728,-11.7222,41.2354,-6.13062,3.85553,15.772,-2.38881,8.25753
2395,0,13.2952,-3.418,8.50517,31.0297,-8.88935,-18.5697,100.038,-9.67138,-18.4857,-4.64021,-4.13112,18.1736,13.2952,3.418,-8.50517,34.8164,8.02343,-12.2624,41.1356,-6.52514,3.53017,16.7453,-2.59053,8.98311
2396,0,13.4284,-3.46999,8.46316,33.1274,-9.09959,-18.1383,100.372,-9.61498,-18.9594,-3.68061,-4.23132,18.6127,13.4284,3.46999,-8.46316,33.6979,7.97606,-12.7465,40.8549,-6.84705,3.17454,17.6666,-2.80512,9.75167
2397,0,13.5151,-3.47677,8.37405,35.1381,-9.21341,-17.7716,100.487,-9.62594,-19.3469,-2.71098,-4.30217,18.9218,13.5151,3.47677,-8.37405,32.4419,7.83875,-13.1839,40.415,-7.09627,2.83279,18.5255,-3.01833,10.5117
2398,0,13.5607,-3.44203,8.23497,37.0565,-9.23429,-17.4779,100.386,-9.70759,-19.6564,-1.74065,-4.3438,19.1028,13.5607,3.44203,-8.23497,31.0642,7.61973,-13.5509,39.8329,-7.25327,2.53043,19.3056,-3.21355,11.2042
2399,0,13.5708,-3.37038,8.04227,38.8753,-9.16628,-17.2807,100.067,-9.88011,-19.8924,-0.782575,-4.35627,19.157,13.5708,3.37038,-8.04227,29.584,7.32816,-13.8483,39.1287,-7.31535,2.28074,19.9922,-3.38173,11.798
2400,0,13.5511,-3.26542,7.79418,40.5865,-9.01261,-17.1691,99.5297,-10.1298,-20.0541,0.15402,-4.34106,19.0909,13.5511,3.26542,-7.79418,28.0191,6.97419,-14.0796,38.319,-7.28454,2.07918,20.5702,-3.51983,12.2836
2401,0,13.5062,-3.13083,7.48979,42.1804,-8.77821,-17.1713,98.7718,-10.4814,-20.15,1.05552,-4.30183,18.9203,13.5062,3.13083,-7.48979,26.3843,6.56824,-14.238,37.4184,-7.15772,1.90485,21.0245,-3.62771,12.6617
2402,0,13.4395,-2.96909,7.12811,43.648,-8.46667,-17.2893,97.794,-10.9345,-20.1807,1.91498,-4.24276,18.6627,13.4395,2.96909,-7.12811,24.6923,6.11926,-14.3322,36.4384,-6.9431,1.7237,21.3433,-3.71318,12.9605
2403,0,13.354,-2.78323,6.70887,44.9748,-8.08082,-17.513,96.5884,-11.477,-20.1373,2.72138,-4.16752,18.3334,13.354,2.78323,-6.70887,22.9526,5.63647,-14.3661,35.3869,-6.64637,1.49776,21.5145,-3.78509,13.2112
2404,0,13.2522,-2.57527,6.23263,46.1527,-7.62365,-17.8385,95.1555,-12.1031,-20.025,3.47205,-4.08328,17.9632,13.2522,2.57527,-6.23263,21.1733,5.12877,-14.3486,34.2695,-6.27842,1.18005,21.529,-3.85684,13.4609
2405,0,13.1358,-2.34819,5.70015,47.1712,-7.09776,-18.2527,93.4907,-12.798,-19.8375,4.16221,-3.99551,17.5758,13.1358,2.34819,-5.70015,19.3593,4.60507,-14.2927,33.0884,-5.85157,0.726619,21.3781,-3.94296,13.7598
2406,0,13.0066,-2.10436,5.11294,48.0206,-6.5046,-18.7285,91.5877,-13.5321,-19.563,4.79149,-3.90844,17.1898,13.0066,2.10436,-5.11294,17.5146,4.07393,-14.2127,31.8442,-5.37916,0.102043,21.0516,-4.05671,14.1535
2407,0,12.8661,-1.84679,4.47409,48.7004,-5.84699,-19.2475,89.4517,-14.2855,-19.2094,5.36133,-3.82955,16.8386,12.8661,1.84679,-4.47409,15.642,3.5451,-14.1218,30.5372,-4.87535,-0.725745,20.5412,-4.21123,14.686
2408,0,12.7157,-1.57886,3.78737,49.2037,-5.12715,-19.7573,87.0759,-15.003,-18.7493,5.87132,-3.75764,16.5174,12.7157,1.57886,-3.78737,13.744,3.02832,-14.0362,29.1678,-4.35501,-1.77314,19.8363,-4.41691,15.3906
2409,0,12.5568,-1.30425,3.05769,49.5367,-4.35024,-20.2434,84.4706,-15.6686,-18.2054,6.32436,-3.70106,16.2638,12.5568,1.30425,-3.05769,11.8236,2.5336,-13.9702,27.7384,-3.83269,-3.04654,18.9271,-4.68198,16.2913
2410,0,12.3906,-1.02644,2.29122,49.7028,-3.52228,-20.6728,81.6425,-16.2461,-17.576,6.72226,-3.66113,16.0845,12.3906,1.02644,-2.29122,9.88519,2.07019,-13.9395,26.2535,-3.32314,-4.53762,17.8013,-5.01188,17.4004
2411,0,12.2189,-0.749164,1.49537,49.7106,-2.65175,-21.0182,78.6068,-16.7059,-16.869,7.06937,-3.63963,15.9878,12.2189,0.749164,-1.49537,7.93494,1.64729,-13.956,24.7214,-2.83985,-6.22404,16.4453,-5.40794,18.7136
2412,0,12.0427,-0.476937,0.677701,49.5672,-1.74904,-21.2582,75.3773,-17.0246,-16.0879,7.36721,-3.63574,15.9703,12.0427,0.476937,-0.677701,5.98026,1.27306,-14.0335,23.1533,-2.39508,-8.07208,14.8439,-5.869,20.216
2413,0,11.8629,-0.212498,-0.153527,49.2848,-0.825133,-21.3743,71.9786,-17.1834,-15.2654,7.62111,-3.65342,16.0498,11.8629,0.212498,0.153527,4.03144,0.952303,-14.1831,21.5656,-1.99887,-10.0363,12.9785,-6.38952,21.8764
2414,0,11.6812,0.0407617,-0.989753,48.8764,0.107041,-21.361,68.4361,-17.1763,-14.4143,7.83715,-3.6912,16.2196,11.6812,-0.0407617,0.989753,2.10173,0.688432,-14.4141,19.9781,-1.65851,-12.07,10.8308,-6.96216,23.6576
2415,0,11.4981,0.279801,-1.82155,48.3535,1.03343,-21.2105,64.7737,-16.9975,-13.5771,8.01838,-3.75359,16.4992,11.4981,-0.279801,1.82155,0.205921,0.482021,-14.7357,18.4153,-1.3792,-14.1179,8.38379,-7.57502,25.5093
2416,0,11.3153,0.502525,-2.64126,47.7328,1.94133,-20.9236,61.028,-16.6513,-12.7667,8.17445,-3.83689,16.8714,11.3153,-0.502525,2.64126,-1.6392,0.330488,-15.1515,16.9028,-1.16125,-16.1266,5.62179,-8.21158,27.3714
2417,0,11.1321,0.707452,-3.44005,47.0278,2.81795,-20.5095,57.2277,-16.1518,-12.032,8.3162,-3.94664,17.3594,11.1321,-0.707452,3.44005,-3.41623,0.228466,-15.6634,15.4709,-1.00365,-18.0463,2.53768,-8.85231,29.1816
2418,0,10.9505,0.892502,-4.21089,46.2519,3.65186,-19.9703,53.4006,-15.5085,-11.386,8.44266,-4.07874,17.9432,10.9505,-0.892502,4.21089,-5.10517,0.169799,-16.2705,14.15,-0.903464,-19.8291,-0.862701,-9.47272,30.8728
2419,0,10.7711,1.05729,-4.94706,45.4241,4.43357,-19.3258,49.5845,-14.7493,-10.8608,8.5746,-4.23563,18.6315,10.7711,-1.05729,4.94706,-6.68752,0.14619,-16.9633,12.9707,-0.856848,-21.4361,-4.55335,-10.0448,32.3787
2420,0,10.5926,1.20183,-5.64264,44.5542,5.15601,-18.5904,45.7982,-13.8955,-10.478,8.70304,-4.41724,19.4212,10.5926,-1.20183,5.64264,-8.14742,0.148418,-17.7322,11.9632,-0.861095,-22.8318,-8.4808,-10.5409,33.6432
2421,0,10.4185,1.32495,-6.29315,43.6616,5.81426,-17.7789,42.0788,-12.9743,-10.2344,8.84724,-4.61764,20.2836,10.4185,-1.32495,6.29315,-9.46666,0.168525,-18.5599,11.1546,-0.914031,-23.9891,-12.5643,-10.9357,34.6221
